,ltt,lgt,land_no,cluster
728,13.901381446330069,100.71122052151324,51289,18
729,13.901417491891866,100.71121421006416,51290,18
730,13.901452571513598,100.7112091032718,51291,18
731,13.901488851621496,100.7112033924145,51292,18
732,13.901524769499725,100.7111966695588,51293,18
733,13.901560028390984,100.71119251064002,51294,18
734,13.90160196445894,100.71118575918364,51295,18
735,13.901690595943178,100.711127909997,51296,18
736,13.901701397607168,100.7111849267139,51297,18
737,13.901709237222226,100.71124025860917,51298,18
738,13.901718850344876,100.7112953266206,51299,18
739,13.901729181143171,100.71135454302458,51300,18
740,13.901624541313804,100.71133049139,51301,18
741,13.901582906222629,100.71133581313094,51302,18
742,13.901547888746974,100.71134437111684,51303,18
743,13.901511372120988,100.7113475513796,51304,18
744,13.901475447613288,100.71135446420166,51305,18
745,13.90144060884377,100.71136015291272,51306,18
746,13.901405370340658,100.71136802770953,51307,18
747,13.901368322172202,100.71137143095696,51308,18
748,13.901332669753112,100.71138060305954,51309,18
749,13.901296145626263,100.71138439678124,51310,18
750,13.90126050446297,100.71139148254872,51311,18
751,13.901224807445397,100.71139617040268,51312,18
752,13.901188608768347,100.7114034660873,51313,18
753,13.901147558998016,100.71140941944974,51314,18
754,13.901197364503092,100.71162594814956,51315,18
755,13.90124553123866,100.71161601628158,51316,18
756,13.901287261532357,100.7116103579577,51317,18
757,13.901328233524843,100.7116046690284,51318,18
758,13.90136791691925,100.71159727788309,51319,18
759,13.901406959690584,100.71159113598294,51320,18
760,13.901446805156445,100.71158354250434,51321,18
761,13.901488151950776,100.71157696953244,51322,18
762,13.901528477824591,100.71157073640224,51323,18
763,13.90156918176796,100.7115629027584,51324,18
764,13.901609732828067,100.71155590785368,51325,18
765,13.90165732694354,100.71155125378368,51326,18
766,13.901750156450252,100.71149138540449,51327,18
767,13.901761206741238,100.71154944390572,51328,18
768,13.901771307476244,100.7116041759394,51329,18
769,13.901780755829272,100.7116589998331,51330,18
770,13.90178876973041,100.71171830760984,51331,18
771,13.90168063749618,100.71169215444216,51332,18
772,13.901632900408517,100.71170077638187,51333,18
773,13.90159207323196,100.711707319686,51334,18
774,13.90155158604128,100.7117133177341,51335,18
775,13.901511976422553,100.71172081946258,51336,18
776,13.901470548780251,100.71172859931062,51337,18
777,13.901429843026207,100.71173419465111,51338,18
778,13.901391039014417,100.71174231681763,51339,18
779,13.901351024317496,100.71174895159548,51340,18
780,13.901310197341209,100.71175455102652,51341,18
781,13.90126851703944,100.71176161930728,51342,18
782,13.901222007631,100.7117672664598,51343,18
783,13.901584389620696,100.71268467827204,51344,18
784,13.90162860922048,100.71267633949884,51345,18
785,13.90166512731813,100.71266921275172,51346,18
786,13.901701317548673,100.7126652222522,51347,18
787,13.90173751034682,100.712657227123,51348,18
788,13.901774043026968,100.71264979732165,51349,18
789,13.901809102768228,100.71264776840528,51350,18
790,13.901843121060033,100.7126383906811,51351,18
791,13.901887482758966,100.71263116746825,51352,18
792,13.901977735672446,100.71257341368828,51353,18
793,13.901988183131955,100.7126302313648,51354,18
794,13.90199685015502,100.71268414715972,51355,18
795,13.902005903650714,100.71273810041345,51356,18
796,13.902015017515517,100.71279625775853,51357,18
797,13.901910416686892,100.71277335764184,51358,18
798,13.901866237271218,100.71278131072938,51359,18
799,13.901830483519882,100.7127870785904,51360,18
800,13.901796117786086,100.71279426999246,51361,18
801,13.901761194056226,100.71279812195624,51362,18
802,13.901724956694572,100.71280680077103,51363,18
803,13.90168916927785,100.71281192981304,51364,18
804,13.901654312631347,100.712819290123,51365,18
805,13.901618239898127,100.712823177157,51366,18
806,13.901584083010652,100.71283174725836,51367,18
807,13.90154661233794,100.7128358834364,51368,18
808,13.90151043231706,100.71284602257164,51369,18
809,13.901474639041115,100.71285372762202,51370,18
810,13.901433842418855,100.7128666037053,51371,18
811,13.901477110810648,100.71307197239388,51372,18
812,13.901517625847504,100.71306673256588,51373,18
813,13.901555013824524,100.71305856196128,51374,18
814,13.90159225961169,100.71305338550891,51375,18
815,13.90162718172292,100.71304755775202,51376,18
816,13.901662424495097,100.71304049294687,51377,18
817,13.90169923861265,100.71303503419942,51378,18
818,13.90173459865952,100.71302767893376,51379,18
819,13.901770372853017,100.71302295194477,51380,18
820,13.90180631765393,100.71301614725454,51381,18
821,13.901842987127376,100.71301049796266,51382,18
822,13.901877928830563,100.7130030525296,51383,18
823,13.901913969181424,100.71299728729394,51384,18
824,13.901954407754346,100.71299123476992,51385,18
825,13.902039225688034,100.71293389260214,51386,18
826,13.902049192601991,100.71299310500623,51387,18
827,13.90205759327104,100.71304987947173,51388,18
828,13.902067897637885,100.71310241301664,51389,18
829,13.90207678154306,100.71315984649586,51390,18
830,13.90197796122212,100.71313593115694,51391,18
831,13.901938009095,100.71314335483012,51392,18
832,13.901902721423877,100.71315128759414,51393,18
833,13.901867480296184,100.71315591020128,51394,18
834,13.901830767645857,100.71316323548672,51395,18
835,13.901794487828944,100.71316847446666,51396,18
836,13.90175913651016,100.71317635467284,51397,18
837,13.901722510843348,100.71317990377322,51398,18
838,13.90168631655527,100.71318640809965,51399,18
839,13.901651408100957,100.71319330031042,51400,18
840,13.901616535536876,100.71319876278076,51401,18
841,13.901579954189438,100.7132062375408,51402,18
842,13.901542878070078,100.71321110669436,51403,18
843,13.901505042067717,100.71321812041414,51404,18
844,13.901550748550068,100.71343480465652,51405,18
845,13.90159848457234,100.71342454029678,51406,18
846,13.901638876547144,100.71341913380688,51407,18
847,13.901678988562594,100.71341135941044,51408,18
848,13.901719527178882,100.71340352155612,51409,18
849,13.90176120567092,100.7133981225455,51410,18
850,13.901801351936347,100.71339069478292,51411,18
851,13.901841094077524,100.71338487427036,51412,18
852,13.901880392118132,100.7133769833692,51413,18
853,13.901920754557189,100.7133706657083,51414,18
854,13.901960777540404,100.71336099532886,51415,18
855,13.90200779685488,100.71335498943306,51416,18
856,13.902099423215748,100.71329681223956,51417,18
857,13.902109097950714,100.71335631661748,51418,18
858,13.902118454503505,100.71341132022192,51419,18
859,13.902127499508383,100.71346648695928,51420,18
860,13.902135522229548,100.7135262936084,51421,18
861,13.902030857036566,100.71350005790327,51422,18
862,13.901985306763372,100.7135091388557,51423,18
863,13.901944572348086,100.71351717140988,51424,18
864,13.901903097622986,100.71352366445564,51425,18
865,13.901863869299431,100.71353047395245,51426,18
866,13.9018240687599,100.71353752967988,51427,18
867,13.901782881031568,100.71354451557256,51428,18
868,13.901741644302689,100.7135499818907,51429,18
869,13.901701801557346,100.71355702718895,51430,18
870,13.901660710419224,100.71356447656692,51431,18
871,13.901620727155452,100.71357120795334,51432,18
872,13.901573920701296,100.7135771420608,51433,18
873,13.902156567685472,100.71366104691354,51446,18
874,13.90188288321728,100.71363943046596,51463,18
875,13.901832390950627,100.71327366500375,51464,18
876,13.901772843777962,100.71290979775924,51465,18
877,13.901788943279664,100.71253897454191,51466,18
878,13.901547694063188,100.71182592967271,51467,18
879,13.901484399214066,100.71146629765428,51468,18
880,13.90141881997808,100.71110465762568,51469,18
881,13.901352018719058,100.71074609889445,51470,18
882,13.901283958611966,100.71038271565637,51471,18
883,13.901584406915552,100.71246478003462,51475,18
884,13.901761775902758,100.7124327136185,51476,18
885,13.90193530435902,100.71232718505344,51477,18
886,13.901735086014751,100.71228885513078,51478,18
887,13.90155831284105,100.71232161545072,51479,18
888,13.90151154613195,100.71210471759196,51480,18
889,13.901689216380236,100.71207364260022,51481,18
890,13.901873921700115,100.71196365449777,51482,18
891,13.901662431645647,100.71192299529103,51483,18
892,13.901388268935465,100.71196948519898,51484,18
893,13.901416330276188,100.71241246579076,51485,18
894,13.902311135727272,100.7099334866134,51589,6
895,13.902273623234995,100.70993945506976,51590,6
896,13.902239409659904,100.7099448857732,51591,6
897,13.9022042265374,100.7099522870336,51592,6
898,13.902276706387337,100.71005494741313,51593,6
899,13.90228873014878,100.71012477570832,51594,6
900,13.902297818485817,100.71018133847278,51595,6
901,13.902306357142823,100.71023623001828,51596,6
902,13.902314319720595,100.71028795786484,51597,6
903,13.90232232895962,100.71033894647226,51598,6
904,13.902332185020496,100.7103934904522,51599,6
905,13.902341249037374,100.71044821052598,51600,6
906,13.902350712913428,100.71050359754616,51601,6
907,13.902358337552544,100.710560198661,51602,6
908,13.902370025402432,100.71061405344486,51603,6
909,13.902378139032686,100.71067459190832,51604,6
910,13.902396167126648,100.71077891552471,51605,6
911,13.902405007791534,100.71084237265669,51606,6
912,13.902414957935855,100.71089566545966,51607,6
913,13.902423267477156,100.71094888548122,51608,6
914,13.90243422372776,100.71100263345885,51609,6
915,13.902441243990262,100.7110576893155,51610,6
916,13.902450039191637,100.71112057248789,51611,6
917,13.902463867056449,100.71119129053544,51612,6
918,13.90247375997522,100.71125707167803,51613,6
919,13.902483874721575,100.7113126296032,51614,6
920,13.902492148940803,100.71137026208386,51615,6
921,13.90250044547436,100.7114254229796,51616,6
922,13.90251009193572,100.71147508944506,51617,6
923,13.90251949062037,100.71152919309144,51618,6
924,13.902527583177209,100.71159087160706,51619,6
925,13.902544429901011,100.71168594297528,51620,6
926,13.902550974657986,100.71173267483432,51621,6
927,13.902557428207489,100.71177343796994,51622,6
928,13.902564696794546,100.71181509303574,51623,6
929,13.902572331846065,100.71185814818368,51624,6
930,13.902577428832954,100.7119026738048,51625,6
931,13.902587271813635,100.71194388290218,51626,6
932,13.90259473877037,100.71198393887884,51627,6
933,13.902598585778376,100.71202257956524,51628,6
934,13.902604780943289,100.712068639901,51629,6
935,13.902617064614084,100.71212310670724,51630,6
936,13.90262394778734,100.71217211733202,51631,6
937,13.902628353366346,100.71221198706095,51632,6
938,13.902637278869172,100.71225188826556,51633,6
939,13.902643645035276,100.71229352368908,51634,6
940,13.902650483374456,100.71233418823664,51635,6
941,13.902656071301983,100.71237430505012,51636,6
942,13.902663851496763,100.71241346989642,51637,6
943,13.902671367750964,100.71246001416984,51638,6
944,13.902685658289114,100.7125516056772,51639,6
945,13.90269176328454,100.71259858562378,51640,6
946,13.902700569424638,100.71263909626008,51641,6
947,13.90270834833102,100.71267939777722,51642,6
948,13.902714803847816,100.71271959044375,51643,6
949,13.902719546056872,100.71276051379704,51644,6
950,13.902728202055266,100.71280261872188,51645,6
951,13.902735331750078,100.7128450675099,51646,6
952,13.902743175304629,100.71288600851622,51647,6
953,13.902750661650911,100.71293367957358,51648,6
954,13.902758176669474,100.71298882572914,51649,6
955,13.902766137111662,100.71303432436748,51650,6
956,13.90277501712064,100.7130690053361,51651,6
957,13.902779788661368,100.71310515526132,51652,6
958,13.9027846124368,100.71314319812817,51653,6
959,13.90279144472783,100.7131807821424,51654,6
960,13.902796168672264,100.71321632080644,51655,6
961,13.902804404676688,100.71325404848884,51656,6
962,13.902810663441532,100.71329413210142,51657,6
963,13.902815837736687,100.7133381166243,51658,6
964,13.902831878818798,100.71343257820746,51659,6
965,13.9028425565258,100.71349481966176,51660,6
966,13.902852657817917,100.71355128859794,51661,6
967,13.90286258055514,100.71360869670744,51662,6
968,13.902871845446375,100.71366479926336,51663,6
969,13.902626053271822,100.71370729360903,51690,6
970,13.902619889099771,100.7136555102176,51691,6
971,13.902608418413584,100.71359818035894,51692,6
972,13.902600905871424,100.71354146342944,51693,6
973,13.902590470588942,100.7134808956015,51694,6
974,13.902572963880193,100.7133835456992,51695,6
975,13.902565389131198,100.71333510752224,51696,6
