,ltt,lgt,land_no,cluster
90,13.901059646127742,100.7078356955164,51802,6
91,13.90105497357995,100.70779920097002,51803,6
92,13.901047095741538,100.7077642157964,51804,6
93,13.901044828098254,100.70772746538094,51805,6
94,13.901034576001411,100.70769119440055,51806,6
95,13.901031203941784,100.70765436239084,51807,6
96,13.90102229208457,100.70761917979468,51808,6
97,13.90101731617076,100.7075821772392,51809,6
98,13.901011015110994,100.70753886906505,51810,6
99,13.90099585341662,100.70745296610512,51811,6
100,13.900988515152942,100.70740725410346,51812,6
101,13.90098172165754,100.7073693155618,51813,6
102,13.900977174335445,100.70733260745833,51814,6
103,13.900971216584184,100.70729622453848,51815,6
104,13.900964019713294,100.70726078133144,51816,6
105,13.90095863240299,100.70722473272237,51817,6
106,13.900951394905524,100.7071884172756,51818,6
107,13.900947028611617,100.70715177448068,51819,6
108,13.900941117805408,100.707114642716,51820,6
109,13.900936075282043,100.70707919462808,51821,6
110,13.900929552789522,100.7070446843012,51822,6
111,13.900923954077255,100.70700712421674,51823,6
112,13.900918911049851,100.70697059220292,51824,6
113,13.900912074080823,100.7069349968861,51825,6
114,13.900902630436232,100.70688940622291,51826,6
115,13.901042528027894,100.70687049185904,51827,6
116,13.901053582230952,100.70691065851514,51828,6
117,13.901059933202475,100.70694677332462,51829,6
118,13.90106571063045,100.70698389153884,51830,6
119,13.90107117402275,100.70702054995408,51831,6
120,13.90107755198694,100.70705515849713,51832,6
121,13.901083339261156,100.70709126353644,51833,6
122,13.901087652093702,100.70712844877112,51834,6
123,13.90109339084507,100.70716462362364,51835,6
124,13.901098643214514,100.70720106267504,51836,6
125,13.901106993930876,100.70723688613415,51837,6
126,13.90111262283012,100.7072720649444,51838,6
127,13.901118309177384,100.70730852645715,51839,6
128,13.901123468503654,100.70734463884746,51840,6
129,13.901131185893462,100.707381872249,51841,6
130,13.901138404495224,100.7074275407695,51842,6
131,13.901153993833075,100.70751465799675,51843,6
132,13.901157690378287,100.70755806649755,51844,6
133,13.901166632417109,100.7075937728404,51845,6
134,13.901170922700212,100.70763048611347,51846,6
135,13.9011803057407,100.70766687728144,51847,6
136,13.901181795731352,100.70770478022663,51848,6
137,13.90119183386645,100.70773977149216,51849,6
138,13.901195930026278,100.70777569815316,51850,6
139,13.901201972436072,100.70781176505102,51851,6
140,13.901209427698223,100.70785416852988,51852,6
141,13.90121823932908,100.70790738290395,51853,6
142,13.901226820734708,100.70795644945724,51854,6
143,13.901234373894956,100.70799605170136,51855,6
144,13.901241332081394,100.70803494448488,51856,6
145,13.90124700606862,100.70807664489884,51857,6
146,13.901254499795437,100.70811950813822,51858,6
147,13.901261206167092,100.70816202716806,51859,6
148,13.901267954022105,100.70820356031945,51860,6
149,13.901276328752475,100.70824352758484,51861,6
150,13.901282648477288,100.7082901266548,51862,6
151,13.901361539604675,100.70873174021654,51863,6
152,13.901368311676096,100.70878023521244,51864,6
153,13.901375486393333,100.70882253415638,51865,6
154,13.901381788478025,100.70886325582502,51866,6
155,13.901389305692163,100.70890332091388,51867,6
156,13.90139615846497,100.708943747112,51868,6
157,13.901403267357322,100.7089842690341,51869,6
158,13.901410212995795,100.70902448561826,51870,6
159,13.901628219600944,100.70903201311174,51896,6
160,13.901621511837403,100.70898899692696,51897,6
161,13.901613347806617,100.70894773403889,51898,6
162,13.901607582517585,100.70890627573807,51899,6
163,13.901600787910263,100.70886623586895,51900,6
164,13.90159420688937,100.70882672882944,51901,6
165,13.901587782847118,100.70878526425167,51902,6
166,13.901580172434157,100.70874271139982,51903,6
167,13.90156966912238,100.70868715456491,51904,6
168,13.90149151743068,100.70822584766476,51905,6
169,13.90148136235888,100.70816533054544,51906,6
170,13.901473231306651,100.70812865243042,51907,6
171,13.90146635023084,100.70809255405308,51908,6
172,13.90146175973064,100.70805471035678,51909,6
173,13.901455792413792,100.70801766626806,51910,6
174,13.90144939654362,100.7079801949403,51911,6
175,13.901441146136271,100.70794436964334,51912,6
176,13.901435705679956,100.7079084283013,51913,6
177,13.90142989950423,100.70786657731324,51914,6
178,13.90142121757438,100.70781920278722,51915,6
179,13.9014126591019,100.70777589755036,51916,6
180,13.901407457403456,100.70773923503278,51917,6
181,13.901402256823186,100.70770282236496,51918,6
182,13.901393931908007,100.7076683290814,51919,6
183,13.901388751426488,100.70763268795926,51920,6
184,13.901384284037096,100.70759623979215,51921,6
185,13.901377007323388,100.70755956168304,51922,6
186,13.901370688087871,100.70752223690047,51923,6
187,13.901365129213396,100.70747882294118,51924,6
188,13.901349771823591,100.70739227883873,51925,6
189,13.901341502807224,100.7073457965478,51926,6
190,13.90133423240815,100.70730745453358,51927,6
191,13.901329949961532,100.707269662555,51928,6
192,13.901323300515957,100.70723403374431,51929,6
193,13.9013168867931,100.70719955249696,51930,6
194,13.901310738472606,100.70716368253586,51931,6
195,13.9013048336966,100.70712721864312,51932,6
196,13.901299749136989,100.70709041049912,51933,6
197,13.901292506429554,100.70705381907176,51934,6
198,13.901286989390009,100.7070175983775,51935,6
199,13.901279776145412,100.70698235384218,51936,6
200,13.901275366538975,100.70694610305368,51937,6
201,13.901269170582232,100.7069089181082,51938,6
202,13.90125956779362,100.7068574485361,51939,6
203,13.901365882071651,100.70852398156208,51942,6
209,13.90059257604786,100.70748365636824,68411,8
210,13.90063691968671,100.7078486079339,68412,8
211,13.900701542766177,100.70820776678896,68413,8
212,13.900942721042115,100.70873520141386,68417,8
213,13.900931270532968,100.7088904878957,68418,8
214,13.900739741358873,100.70900417948204,68420,8
215,13.900897663006791,100.7083931589866,68465,8
216,13.900890605325188,100.70835409707276,68466,8
217,13.900884302067242,100.7083156223624,68467,8
218,13.900879659134604,100.70827849414816,68468,8
219,13.900870192910045,100.70823801086814,68469,8
220,13.900783440942622,100.70833490410936,68470,8
221,13.900729424356118,100.70834649255931,68471,8
222,13.900684467526506,100.70835258741803,68472,8
223,13.900639772754896,100.70836037012424,68473,8
224,13.900594815549963,100.70837021954588,68474,8
225,13.900536069290592,100.70837732531795,68475,8
226,13.900478567607658,100.70813519142705,68476,8
227,13.900525123248284,100.7081285494296,68477,8
228,13.900560293565713,100.70812253522904,68478,8
229,13.900595252052783,100.70811552822248,68479,8
230,13.900631710695931,100.7081099060675,68480,8
231,13.900666940297494,100.70810248028998,68481,8
232,13.90070237959767,100.7080969149414,68482,8
233,13.900748103053097,100.70808722303585,68483,8
234,13.900850804299376,100.70811221139355,68484,8
235,13.900843394695066,100.70805384283184,68485,8
236,13.90083422078447,100.7079996066297,68486,8
237,13.90082677862081,100.70794603508062,68487,8
238,13.900817412454948,100.70788703429676,68488,8
239,13.900726088497636,100.707943286418,68489,8
240,13.900679901502114,100.70795080884363,68490,8
241,13.90064424735978,100.70795875923464,68491,8
242,13.900607832459883,100.70796407177578,68492,8
243,13.900571115864947,100.70797081011068,68493,8
244,13.9005364693641,100.70797710156906,68494,8
245,13.90050190362152,100.70798424482066,68495,8
246,13.900453308056877,100.7079907428878,68496,8
247,13.900413329955883,100.70777794056885,68497,8
248,13.900464354243688,100.70777253168862,68498,8
249,13.900498808357533,100.70776144465482,68499,8
250,13.90053530444272,100.70775542630672,68500,8
251,13.900572084374582,100.70775084566864,68501,8
252,13.900608114933336,100.7077432272478,68502,8
253,13.900643259501177,100.70773577101922,68503,8
254,13.90067983376334,100.70773055514876,68504,8
255,13.900724512016316,100.7077226709956,68505,8
256,13.900823700043691,100.70774503455812,68506,8
257,13.900817556474664,100.70768663262784,68507,8
258,13.90080783023051,100.70763219882362,68508,8
259,13.900799676052342,100.70757800516542,68509,8
260,13.90078835776647,100.70751976321408,68510,8
261,13.900698235598307,100.70757612129194,68511,8
262,13.900654710388007,100.7075865736225,68512,8
263,13.900618665168253,100.707592070742,68513,8
264,13.90058132305858,100.70759744377074,68514,8
265,13.90054616786207,100.707605914165,68515,8
266,13.900510716508386,100.70761115054142,68516,8
267,13.9004739559626,100.70761940676486,68517,8
268,13.90043816100308,100.70762210537308,68518,8
269,13.900386008123135,100.70763358926273,68519,8
270,13.900332050109675,100.70741799660064,68520,8
271,13.900374251426088,100.707411954806,68521,8
272,13.900409925831005,100.70740753123484,68522,8
273,13.90044460368675,100.7073991884135,68523,8
274,13.900480499767122,100.70739380794112,68524,8
275,13.90051636529564,100.70738422683868,68525,8
276,13.900552276532292,100.70737919599075,68526,8
277,13.900588407164603,100.70737213584636,68527,8
278,13.900624949338964,100.7073654876502,68528,8
279,13.900665554986748,100.70735965445137,68529,8
280,13.900765247124385,100.70737983921596,68530,8
281,13.900755371224816,100.7073210712598,68531,8
282,13.900746481419336,100.70726638820184,68532,8
283,13.900737955436869,100.70721106451232,68533,8
284,13.900726260277557,100.70715291470542,68534,8
285,13.900640388945034,100.70721245577488,68535,8
286,13.900599923279032,100.70722043226256,68536,8
287,13.90056296963606,100.70722586089283,68537,8
288,13.90052701196044,100.7072321903744,68538,8
289,13.900491114531787,100.70723832803426,68539,8
290,13.900455399361253,100.7072471183377,68540,8
291,13.900420412440056,100.70725384018368,68541,8
292,13.900384567234584,100.70725792968491,68542,8
293,13.90034891463315,100.70726493258428,68543,8
294,13.90030423536951,100.70727144964413,68544,8
295,13.90025430790579,100.70702999874295,68545,8
296,13.900297689085235,100.7070273846365,68546,8
297,13.900332131635942,100.70702070820786,68547,8
298,13.900368049878294,100.70701464253386,68548,8
299,13.90040375826151,100.70700936615144,68549,8
300,13.90043937925274,100.7070053851766,68550,8
301,13.900476547790396,100.7070004614468,68551,8
302,13.900513671684394,100.706994587566,68552,8
303,13.9005483335631,100.7069882020034,68553,8
304,13.900594199540487,100.70698270527376,68554,8
305,13.900682434807784,100.70690849584896,68555,8
306,13.900693981290033,100.70695021459514,68556,8
307,13.900701176673818,100.70698819101732,68557,8
308,13.900704307969669,100.70702882294373,68558,8
309,13.90172049377279,100.7083603144577,71902,9
310,13.901751636326836,100.70854576357964,71903,9
311,13.901836574453196,100.70903228488356,71919,9
312,13.901828634065993,100.7089913091037,71920,9
313,13.901823134138368,100.70894999716718,71921,9
314,13.901816331855184,100.70890922595474,71922,9
315,13.901807170778811,100.70886780234702,71923,9
316,13.901801291993127,100.70882692010628,71924,9
317,13.901795833814166,100.70878656264716,71925,9
318,13.90178799010881,100.70874551264684,71926,9
319,13.901781947020067,100.70870422046272,71927,9
320,13.901774435025631,100.7086634793845,71928,9
321,13.901766647952844,100.7086194973579,71929,9
322,13.901690570830372,100.70818493871076,71930,9
323,13.901679848452291,100.70812479040303,71931,9
324,13.901671994538289,100.70808787388346,71932,9
325,13.901669104726626,100.70805071553131,71933,9
326,13.901661579224028,100.7080141923793,71934,9
327,13.90165657638689,100.707978778725,71935,9
328,13.90164975867977,100.70794308793548,71936,9
329,13.901643787683946,100.70790586522054,71937,9
330,13.901635555774456,100.70786903971675,71938,9
331,13.901629356919129,100.70782544485206,71939,9
332,13.901620787416311,100.70777714550336,71940,9
333,13.901613846918616,100.70773530844386,71941,9
334,13.901607778488208,100.70769994192104,71942,9
335,13.90160224770401,100.70766471258374,71943,9
336,13.901595972686216,100.70762831677938,71944,9
337,13.901590124570312,100.7075913142021,71945,9
338,13.901582467138024,100.70755531440383,71946,9
339,13.901579013356049,100.7075200920354,71947,9
340,13.901569990797938,100.70748418749056,71948,9
341,13.901563687983568,100.70744097992028,71949,9
342,13.901457635112283,100.70683058079511,71950,9
343,13.901467020599805,100.70687519182906,71951,9
344,13.901473472698829,100.70691205185936,71952,9
345,13.901479343339822,100.70694737361792,71953,9
346,13.901482840087152,100.70698280639924,71954,9
347,13.901490762909772,100.70701898646917,71955,9
348,13.901496310425411,100.70705606671712,71956,9
349,13.901502767555964,100.707090998814,71957,9
350,13.901510188915088,100.70712635347638,71958,9
351,13.90151671227678,100.70716311396733,71959,9
352,13.901524452915426,100.7071980297497,71960,9
353,13.901529113774847,100.70723336735897,71961,9
354,13.901533866570356,100.70727099457596,71962,9
355,13.901540151591702,100.70730849861792,71963,9
356,13.901548303317323,100.70735430079112,71964,9
365,13.903661194519152,100.70756176177244,85569,10
366,13.903633395039042,100.70741464964398,85570,10
367,13.903607834882587,100.7072807543018,85571,10
368,13.903583112661044,100.70714600321996,85572,10
369,13.90355805095305,100.70700978461365,85573,10
370,13.903534966136808,100.70687476548572,85574,10
371,13.903509220037714,100.7067309001529,85575,10
372,13.903483194374626,100.70660425278146,85576,10
373,13.90345899787997,100.70647720386832,85577,10
374,13.903435797785855,100.70634778416728,85578,10
375,13.903412234681092,100.70622120612865,85579,10
376,13.90338970647205,100.70608343184142,85580,10
377,13.903148644143068,100.70609951398116,85581,10
378,13.903185723156744,100.70626094792225,85582,10
379,13.90320953974748,100.70638929178044,85583,10
380,13.903232610173395,100.70651667664816,85584,10
381,13.903255487447192,100.70664401348388,85585,10
382,13.903279308379249,100.70677758588349,85586,10
383,13.903304410119718,100.70691717420522,85587,10
384,13.903329288222931,100.70705231436,85588,10
385,13.903353381787786,100.7071867126428,85589,10
386,13.903377748091408,100.70732572059173,85590,10
387,13.903403567579772,100.70746118651098,85591,10
388,13.903428787431036,100.70764891726452,85592,10
389,13.903539383369472,100.7082321565408,85593,10
390,13.903567689551638,100.70838553608276,85594,10
391,13.903594687290996,100.70852316687032,85595,10
392,13.903619007774846,100.70865946087652,85596,10
393,13.903643693378314,100.70879245389264,85597,10
394,13.90367046111959,100.7089270687118,85598,10
395,13.903695580057144,100.70906728884192,85599,10
396,13.903936946461096,100.70901603366228,85692,11
397,13.9039107579785,100.70887968016264,85693,11
398,13.9038866737529,100.70874586285176,85694,11
399,13.903862179056423,100.70861018777,85695,11
400,13.903837041619996,100.70847313542488,85696,11
401,13.903811417368043,100.70833328894878,85697,11
402,13.903783007149356,100.70817537141748,85698,11
404,13.90237950636076,100.70903630263172,89505,12
405,13.902360519903796,100.70892897680132,89506,12
406,13.902350957693152,100.70886404118568,89507,12
407,13.902341138552618,100.70880415074672,89508,12
408,13.902331901309823,100.7087418819682,89509,12
409,13.902322089193229,100.70868039106476,89510,12
410,13.902312581553728,100.70861892890636,89511,12
411,13.902303295620214,100.7085592309975,89512,12
412,13.902293145391454,100.70849382218758,89513,12
413,13.902202161327688,100.70805683932532,89514,12
414,13.902193349625469,100.70800534454466,89515,12
415,13.902187374054522,100.70796794711428,89516,12
416,13.902181263772668,100.70793235687492,89517,12
417,13.902174953375804,100.70789798240114,89518,12
418,13.902171038576403,100.70786317426256,89519,12
419,13.902164500126732,100.70782716001966,89520,12
420,13.90215782768563,100.70778968855832,89521,12
421,13.902150027870915,100.70774316378537,89522,12
422,13.902140004285217,100.70768818670828,89523,12
423,13.902131797574048,100.70764266977862,89524,12
424,13.90212774594811,100.70760742722872,89525,12
425,13.902119719758744,100.70757239890156,89526,12
426,13.902115242819256,100.70753391241811,89527,12
427,13.902108284819631,100.70749867697936,89528,12
428,13.902103375354484,100.70746397015331,89529,12
429,13.902096967790245,100.70742679883016,89530,12
430,13.902089631941267,100.70738955130314,89531,12
431,13.90208325182298,100.7073474599241,89532,12
432,13.902060511774856,100.70721282890636,89534,12
433,13.902054482068424,100.70717652977986,89535,12
434,13.902048475620862,100.70714064417788,89536,12
435,13.90204226600299,100.70710361507209,89537,12
436,13.902037058187744,100.707065863524,89538,12
437,13.902029678282355,100.70703020629816,89539,12
438,13.902023560904675,100.70699641891557,89540,12
439,13.90201867534577,100.70695944512468,89541,12
440,13.902010467961718,100.706922619588,89542,12
441,13.902005278498212,100.70688444775358,89543,12
442,13.901999322550711,100.70684800607988,89544,12
443,13.901993170172538,100.70681404157452,89545,12
444,13.901985843854106,100.70677301472092,89546,12
445,13.901795466096075,100.70679945246498,89547,12
446,13.90180301350351,100.7068466895547,89548,12
447,13.901810456655078,100.70688431944367,89549,12
448,13.9018168965782,100.70692191969,89550,12
449,13.901822943621116,100.70695783188292,89551,12
450,13.901829188320422,100.70699489123696,89552,12
451,13.901835537354229,100.70703194753617,89553,12
452,13.90184142881894,100.70706674049585,89554,12
453,13.901846128579136,100.70710405190287,89555,12
454,13.901853442752962,100.707141402114,89556,12
455,13.901860147091488,100.70717740865736,89557,12
456,13.901866483608112,100.70721380670354,89558,12
457,13.90187125019018,100.70725083344249,89559,12
458,13.901880120421504,100.70729645276624,89560,12
459,13.901893741743578,100.70738366361256,89561,12
460,13.901899807574331,100.70742638117858,89562,12
461,13.90190632669039,100.70746473805882,89563,12
462,13.901913470064429,100.70750083730076,89564,12
463,13.901918437521928,100.70753821357364,89565,12
464,13.901925030311824,100.70757395587331,89566,12
465,13.901931894269952,100.70760873454194,89567,12
466,13.901936582902753,100.70764518421316,89568,12
467,13.90194319253846,100.70768250572031,89569,12
468,13.901950542664398,100.70772733669892,89570,12
469,13.901959613959308,100.70777988962368,89571,12
470,13.901967051446077,100.7078246162548,89572,12
471,13.901973677598235,100.7078598232912,89573,12
472,13.901978595571792,100.7078944375402,89574,12
473,13.901984977206467,100.7079319144226,89575,12
474,13.901991541873176,100.70796983013255,89576,12
475,13.901996702669985,100.70800463339876,89577,12
476,13.90200285652024,100.7080395511522,89578,12
477,13.902010747553158,100.70808597743182,89579,12
478,13.902114260292716,100.70853108979613,89580,12
479,13.902120967876956,100.7085821822163,89581,12
480,13.902126515386064,100.70861830280327,89582,12
481,13.902131988162877,100.70865430010038,89583,12
482,13.902137936795604,100.70868986358262,89584,12
483,13.902143707093064,100.70873003712762,89585,12
484,13.902151849656097,100.7087688209834,89586,12
485,13.902156083205448,100.7088030677142,89587,12
486,13.90216184696328,100.70883783427077,89588,12
487,13.902167431016608,100.70887646548148,89589,12
488,13.902174407736975,100.708915371123,89590,12
489,13.902181405140189,100.70895952136053,89591,12
490,13.902199140726,100.70906193519012,89592,12
491,13.902059927375022,100.70897377101578,89618,12
492,13.902048972437576,100.7089127985654,89619,12
493,13.902041011894312,100.70885731385712,89620,12
494,13.902031444047596,100.7087995611752,89621,12
495,13.902020954467032,100.70874383107991,89622,12
496,13.902013452084494,100.7086905095537,89623,12
497,13.9020045796291,100.70863534685228,89624,12
498,13.901994175773329,100.70856768075268,89625,12
499,13.901886454815768,100.70810492697905,89626,12
500,13.901879042310586,100.70805891547604,89627,12
501,13.901871794030836,100.7080233050374,89628,12
502,13.901866881442563,100.70798782891572,89629,12
503,13.901860304492253,100.70795044162683,89630,12
504,13.901853706386987,100.70791289876176,89631,12
505,13.901847529474429,100.7078785400722,89632,12
506,13.90184226214805,100.70784359874108,89633,12
507,13.901834279576477,100.7077990170218,89634,12
508,13.901825228214262,100.7077458188194,89635,12
509,13.901818873658874,100.70770120632852,89636,12
510,13.90181187590822,100.70766466914868,89637,12
511,13.90180472929654,100.70762865384128,89638,12
512,13.901799401137298,100.70759366008907,89639,12
513,13.901793947604686,100.70755747866288,89640,12
514,13.901787972370824,100.70752130338356,89641,12
515,13.901781434949251,100.70748599868948,89642,12
516,13.901774909687754,100.70744710713208,89643,12
517,13.901767670872012,100.7074050220236,89644,12
518,13.901754242691696,100.70732110856208,89645,12
519,13.901749009605467,100.70728063254256,89646,12
520,13.901741396211028,100.70724352460932,89647,12
521,13.90173499096876,100.70720895717024,89648,12
522,13.901730675008896,100.70717439878952,89649,12
523,13.901722984657184,100.70713557490706,89650,12
524,13.9017171143683,100.70709811738205,89651,12
525,13.901712119971222,100.7070630372738,89652,12
526,13.901703389263997,100.70702658289376,89653,12
527,13.90169853313268,100.7069900649474,89654,12
528,13.90169188936816,100.7069528446181,89655,12
529,13.901684941610185,100.70691492888564,89656,12
530,13.901682028045355,100.70688061864357,89657,12
531,13.901674046268846,100.7068447428689,89658,12
532,13.901665068583682,100.70680451233876,89659,12
541,13.89984998979364,100.7113652765581,107022,14
542,13.89985598571599,100.71147597282888,107023,14
543,13.899862278722464,100.71158883687345,107024,14
544,13.900019148318924,100.71157896271671,107025,14
545,13.900013209492164,100.71146607464772,107026,14
546,13.900007212243906,100.71135537861304,107027,14
547,13.900245758891709,100.7113403604568,107028,14
548,13.90025175890584,100.71145105540064,107029,14
549,13.900258050263409,100.71156392417303,107030,14
550,13.900414926009024,100.71155404994884,107031,14
551,13.90040898025232,100.7114411618995,107032,14
552,13.900402982412752,100.71133046472148,107033,14
553,13.90064152633768,100.71131544710936,107034,14
554,13.900647522756811,100.71142614243472,107035,14
555,13.90065381574181,100.7115390070954,107036,14
556,13.90081068343124,100.71152912813696,107037,14
557,13.900804746552966,100.7114162438926,107038,14
558,13.900798751288082,100.71130554866558,107039,14
559,13.901030344642718,100.71130210379997,107040,14
560,13.90104584878952,100.71143096379282,107041,14
561,13.90106095386278,100.71155467895372,107042,14
562,13.901079034330095,100.7116842632457,107043,14
563,13.90109648113602,100.71181794812048,107044,14
564,13.900827800929202,100.71184408758756,107045,14
565,13.900821521817402,100.71172907791237,107046,14
566,13.900664636081968,100.7117389643183,107047,14
567,13.900670608376709,100.71185450131522,107048,14
568,13.900432074122095,100.71187027545253,107049,14
569,13.900425752403605,100.7117540020262,107050,14
570,13.900268864353064,100.7117638887623,107051,14
571,13.900274910554682,100.71188069254904,107052,14
572,13.900036420542332,100.71189647081604,107053,14
573,13.90002998389888,100.71177891853344,107054,14
574,13.8998730960619,100.7117888052454,107055,14
575,13.89987922418757,100.71190688203887,107056,14
576,13.89983583573318,100.71202919985885,107216,15
577,13.899998696231524,100.71201718291744,107217,15
578,13.90016152589129,100.71200517563636,107218,15
579,13.900324340263726,100.71199316150025,107219,15
580,13.900812808771445,100.71195711108824,107222,15
581,13.901199695385166,100.71225378570011,107226,15
582,13.90098122358214,100.71227049926682,107227,15
583,13.900961958694246,100.71215162395204,107228,15
584,13.900817615186744,100.71216290501984,107229,15
585,13.90081895074062,100.7122831788239,107230,15
586,13.900610460568767,100.71229947238156,107231,15
587,13.900591198662898,100.71218059913976,107232,15
588,13.90044685577116,100.71219188324024,107233,15
589,13.900448194626252,100.71231215407497,107234,15
590,13.900239706230645,100.7123284491412,107235,15
591,13.900220442035655,100.71220957541068,107236,15
592,13.900076098190745,100.7122208571696,107237,15
593,13.900077435133577,100.71234113005778,107238,15
594,13.89986894659245,100.71235742295288,107239,15
595,13.899849683654496,100.71223855074558,107240,15
596,13.899897127323944,100.7096720367134,112035,16
597,13.899894946433244,100.70953694584443,112036,16
598,13.899884988976508,100.70940290503496,112037,16
599,13.900023651298334,100.70939500140472,112038,16
600,13.900033606328403,100.7095290428878,112039,16
601,13.900050808316324,100.7096629552778,112040,16
602,13.900256070733688,100.70965090177272,112041,16
603,13.90025382985898,100.70951649378276,112042,16
604,13.90024387629295,100.70938245336556,112043,16
605,13.90023408070783,100.70924854843976,112044,16
606,13.900372435907926,100.70924066502134,112045,16
607,13.90038253308171,100.70937455504726,112046,16
608,13.900392488314722,100.70950859666895,112047,16
609,13.90040945671266,100.70964184187748,112048,16
610,13.900650426321626,100.70962324598156,112049,16
611,13.900635999612287,100.70948510710248,112050,16
612,13.90061595311758,100.70934765568164,112051,16
613,13.900596345592092,100.7092108843936,112052,16
616,13.90067025070234,100.71247126202805,33318,17
617,13.899758202833349,100.7125422279882,33319,17
623,13.900907369305994,100.7101805172054,51184,18
624,13.900951118409408,100.71017469914312,51185,18
625,13.90098737284637,100.71017005921284,51186,18
626,13.901022983295055,100.71016353999823,51187,18
627,13.901059118342095,100.7101557351122,51188,18
628,13.901095841358302,100.71015275962468,51189,18
629,13.90112989294346,100.71014315797052,51190,18
630,13.901164714982352,100.71014022124967,51191,18
631,13.901200932381428,100.71013368733,51192,18
632,13.90123774833977,100.71012610540028,51193,18
633,13.901274510297748,100.71012038632188,51194,18
634,13.901310264695631,100.71011485241335,51195,18
635,13.901344722084117,100.71010880037286,51196,18
636,13.901380954658515,100.71010394080491,51197,18
637,13.901418097024434,100.71009554996928,51198,18
638,13.90145449783456,100.71008501858792,51199,18
639,13.901490005680968,100.71007910715092,51200,18
640,13.901524346502278,100.71007004245216,51201,18
641,13.901565830042406,100.71006434432569,51202,18
642,13.901532174788995,100.71016555489612,51203,18
643,13.901540310473044,100.7102036309076,51204,18
644,13.901546913208303,100.7102399226372,51205,18
645,13.9015523373198,100.71027861636972,51206,18
646,13.90144998614679,100.71024435509098,51207,18
647,13.90140681613794,100.71025180864804,51208,18
648,13.901370104960792,100.71025909120304,51209,18
649,13.901334541764877,100.71026418230792,51210,18
650,13.901298823662184,100.71027051265156,51211,18
651,13.901262824849375,100.71027690043869,51212,18
652,13.9012266067997,100.7102814389223,51213,18
653,13.90119093786821,100.7102889222446,51214,18
654,13.901156031389318,100.7102986725226,51215,18
655,13.901119700459793,100.71030085948412,51216,18
656,13.901083864448893,100.71030787812406,51217,18
657,13.901047633798605,100.71031283820658,51218,18
658,13.90101131432507,100.71031890165624,51219,18
659,13.90097550860658,100.7103259157563,51220,18
660,13.90093492191772,100.710329657717,51221,18
661,13.90098442370285,100.71054725615556,51222,18
662,13.901032057274026,100.71053873246372,51223,18
663,13.901072763453934,100.71053002368036,51224,18
664,13.901112979911838,100.71052432645554,51225,18
665,13.901153096614305,100.71051694879864,51226,18
666,13.901192964877705,100.71051086811065,51227,18
667,13.901233106915146,100.71050331034026,51228,18
668,13.901274198529984,100.71049705496822,51229,18
669,13.90131486241829,100.7104879530582,51230,18
670,13.901355551642268,100.71048334010632,51231,18
671,13.901395141078249,100.71047558131924,51232,18
672,13.901435856281218,100.71046963776078,51233,18
673,13.901482299957038,100.7104605304748,51234,18
674,13.901571854497398,100.71040173972972,51235,18
675,13.90158133386833,100.71046132854586,51236,18
676,13.901591793042426,100.71051632985504,51237,18
677,13.901599814590012,100.71057320313815,51238,18
678,13.901610467423536,100.7106320211128,51239,18
679,13.90150619084396,100.71060740778,51240,18
680,13.901459317402916,100.71061553019057,51241,18
681,13.9014189906493,100.7106233485076,51242,18
682,13.90137847241768,100.71062936617066,51243,18
683,13.901338745900086,100.7106364163886,51244,18
684,13.901298336230331,100.71064337033236,51245,18
685,13.901257252626772,100.7106509099342,51246,18
686,13.901217180644704,100.71065592740447,51247,18
687,13.90117741973565,100.71066424098004,51248,18
688,13.901136773467307,100.71067024693993,51249,18
689,13.901097471230685,100.7106775402018,51250,18
690,13.901056642627914,100.71068397269892,51251,18
691,13.90101064736127,100.710691170526,51252,18
692,13.901058629707029,100.71090501168258,51253,18
693,13.901108720017646,100.71089758838684,51254,18
694,13.901148809031648,100.71089208704156,51255,18
695,13.901189946847069,100.710884860245,51256,18
696,13.901230431696913,100.71087742296758,51257,18
697,13.901276814220664,100.71087035515396,51258,18
698,13.90132839951524,100.71086130068016,51259,18
699,13.901373737376227,100.71085423342385,51260,18
700,13.901414604374771,100.7108474222794,51261,18
701,13.901455513560796,100.71084123462728,51262,18
702,13.901495832636073,100.71083314803109,51263,18
703,13.901541847654828,100.71082505267483,51264,18
704,13.901632474098731,100.71076765653872,51265,18
705,13.901641907119991,100.71082701650454,51266,18
706,13.90165099796541,100.71088121744454,51267,18
707,13.901658852127698,100.71093503197578,51268,18
708,13.901667872294636,100.71099204089448,51269,18
709,13.901564053472605,100.7109691761752,51270,18
710,13.901518563231145,100.71097628983438,51271,18
711,13.901477743382497,100.71098471297736,51272,18
712,13.901437448398578,100.71098824367937,51273,18
713,13.9013979365664,100.71099764979049,51274,18
714,13.901352020766735,100.711006127135,51275,18
715,13.901300248043738,100.7110141735604,51276,18
716,13.901254160977317,100.71102302777594,51277,18
717,13.901213863049408,100.71102736027132,51278,18
718,13.901173124773296,100.7110356439551,51279,18
719,13.90113248111827,100.71104380683543,51280,18
720,13.90108439669276,100.71104932772828,51281,18
721,13.901121737110358,100.71126652406984,51282,18
722,13.901165012725963,100.7112584846424,51283,18
723,13.901201130587866,100.71125252957012,51284,18
724,13.90123635171511,100.7112460170968,51285,18
725,13.901273173506874,100.71124038374236,51286,18
726,13.901309104486227,100.7112329875516,51287,18
727,13.90134501503697,100.71122914200762,51288,18
